"time","uDC","iAC[1]","iAC[2]","iAC[3]","uAC[1]","uAC[2]","uAC[3]","Losses"
0,5.6568542494923804E+002,-0.0000000000000000E+000,0.0000000000000000E+000,0.0000000000000000E+000,0.0000000000000000E+000,0.0000000000000000E+000,0.0000000000000000E+000,4.8000000000000000E+002
0.0002,5.5900830888259327E+002,6.1466535037983383E-002,-1.0490013736869848E+000,9.8753483864900138E-001,3.1223790795286709E+002,-5.6300921940127728E+002,2.5077131144841016E+002,7.8942533465314364E+002
0.0004,5.5236824888206786E+002,1.2274589578532424E-001,-6.7360932149243631E+000,6.6133473191390388E+000,3.3956325205248243E+002,-5.5638048557386753E+002,2.1681723352138511E+002,7.9930678065037876E+002
0.0006001,5.4582848807311223E+002,1.8357107074084311E-001,-1.5967850972098567E+001,1.5784279901357724E+001,3.6671519741404370E+002,-5.4985914051635712E+002,1.8314394310231339E+002,8.2786197870677927E+002
0.0008001,5.3941690456122717E+002,2.4364123594180498E-001,-2.4856029516130825E+001,2.4612388280189020E+001,3.9355338283981496E+002,-5.4346528609683276E+002,1.4991190325701777E+002,8.5942432795970444E+002
0.0010001,5.3310013883116233E+002,3.0274986049360564E-001,-2.9591302690932146E+001,2.9288552830438540E+001,4.1995405383588189E+002,-5.3715794442860044E+002,1.1720389059271855E+002,8.7794290028048033E+002
0.0012001,5.2679826331204765E+002,3.6066366965934904E-001,-2.6522823777000141E+001,2.6162160107340792E+001,4.4575695848522003E+002,-5.3084988664778211E+002,8.5092928162562004E+001,8.6769447512777640E+002
0.0014001,5.2038428749058539E+002,4.1715410409250531E-001,-1.2256626776083069E+001,1.1839472671990563E+001,4.7078092802230174E+002,-5.2440733479841117E+002,5.3626406776109462E+001,8.1457178157066846E+002
0.0016,5.1375008322244241E+002,4.4994762884360107E-001,-9.2363154337185582E-001,4.7368391452825476E-001,4.8384926191407595E+002,-4.9571740475640280E+002,1.1868142842326847E+001,7.4416830247368659E+002
0.0018,5.0707598088952943E+002,4.9151937576977694E-001,-9.3570447189251571E-001,4.4418509612273877E-001,5.0129810295771949E+002,-4.7763096313420044E+002,-2.3667139823519051E+001,7.3658412252813366E+002
0.002,5.0041716041867318E+002,6.4439464260397639E+000,-6.8425155366303017E+000,3.9856911059053812E-001,5.0442943803403739E+002,-4.5149947359664372E+002,-5.2929964437393664E+001,7.3413438302197164E+002
0.0022001,4.9403195063150110E+002,4.3885486424812008E+001,-4.4227038625200379E+001,3.4155220038837142E-001,4.9811906700553345E+002,-4.1983580447288182E+002,-7.8283262532651605E+001,8.5058016975522139E+002
0.0024001,4.8835792670793677E+002,1.1188518997565500E+002,-1.1216840543482887E+002,2.8321545917386798E-001,4.9258099536442518E+002,-3.8789836887673459E+002,-1.0468262648769061E+002,1.1114984268383801E+003
0.0026001,4.8376596897732401E+002,2.0533280798492382E+002,-2.0555656898085465E+002,2.2376099593084470E-001,4.8817588241243845E+002,-3.5596855105202764E+002,-1.3220733136041079E+002,1.5182349564954993E+003
0.0028001,4.8055772947000435E+002,3.1849400864583220E+002,-3.1865743209609576E+002,1.6342345026356025E-001,4.8519391115910560E+002,-3.2430876242297632E+002,-1.6088514873612931E+002,2.0698958281070809E+003
0.0030001,4.7895509420105634E+002,4.4516384782550313E+002,-4.4526628877240228E+002,1.0244094689916025E-001,4.8384455753800250E+002,-2.9314280343900361E+002,-1.9070175409899889E+002,2.7579466215775765E+003
0.0032001,4.7909492334270357E+002,5.7882008572232962E+002,-5.7886113987824774E+002,4.1054155918167280E-002,4.8425163722174352E+002,-2.6265291709701285E+002,-2.2159872012473070E+002,3.5620585638535290E+003
0.0034001,4.8102588413380880E+002,7.1278316981392754E+002,-7.1276267515686720E+002,-2.0494657060374257E-002,4.8645045850243696E+002,-2.3297789047371310E+002,-2.5347256802872386E+002,4.4477738553589988E+003
0.0036001,4.8470744131056080E+002,8.4037926191442250E+002,-8.4029729932743192E+002,-8.1962586990617023E-002,4.9038713877722250E+002,-2.0421223491205023E+002,-2.8617490386517227E+002,5.3663323905546722E+003
0.0038001,4.9001102108378427E+002,9.5510263150445121E+002,-9.5495952445641603E+002,-1.4310704803515287E-001,4.9592009330863073E+002,-1.7640645108328647E+002,-3.1951364222534426E+002,6.2567599530713269E+003
